اسم_الشركة,السنة,القطاع,فئة_SME,score,size_mean,size_median,size_std,gap_to_size_mean,rank_within_size_segment,count_in_size_segment,percentile_within_size_segment
اللوتس منسوجات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.55,4.2847,4.26,1.1172,0.2653,80,203,60.84
مصر صلب محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.53,4.2847,4.26,1.1172,0.2453,82,203,59.85
مصر زراعة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.53,4.2847,4.26,1.1172,0.2453,82,203,59.85
الأهرام كيماويات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.51,4.2847,4.26,1.1172,0.2253,84,203,59.11
الإسكندرية خدمات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.49,4.2847,4.26,1.1172,0.2053,85,203,58.62
الإسكندرية منسوجات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.46,4.2847,4.26,1.1172,0.1753,86,203,58.13
سيناء خدمات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.45,4.2847,4.26,1.1172,0.1653,87,203,57.64
النيل أغذية ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.44,4.2847,4.26,1.1172,0.1553,88,203,56.9
الأهرام زراعة ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.44,4.2847,4.26,1.1172,0.1553,88,203,56.9
الأهرام أغذية ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.41,4.2847,4.26,1.1172,0.1253,90,203,56.16
النيل تجارة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.4,4.2847,4.26,1.1172,0.1153,91,203,55.67
الإسكندرية أغذية ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.38,4.2847,4.26,1.1172,0.0953,92,203,55.17
مصر صلب ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.37,4.2847,4.26,1.1172,0.0853,93,203,54.68
سيناء تقنية ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.35,4.2847,4.26,1.1172,0.0653,94,203,53.94
القاهرة كيماويات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.35,4.2847,4.26,1.1172,0.0653,94,203,53.94
الأهرام زراعة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.32,4.2847,4.26,1.1172,0.0353,96,203,53.2
مصر لوجستيات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.29,4.2847,4.26,1.1172,0.0053,97,203,52.71
حورس أغذية ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.28,4.2847,4.26,1.1172,-0.0047,99,203,51.72
سيناء صلب ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.28,4.2847,4.26,1.1172,-0.0047,99,203,51.72
القاهرة خدمات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.28,4.2847,4.26,1.1172,-0.0047,99,203,51.72
الجيزة زراعة ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.27,4.2847,4.26,1.1172,-0.0147,101,203,50.74
حورس بلاستيك ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.26,4.2847,4.26,1.1172,-0.0247,102,203,50.25
القاهرة صلب ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.23,4.2847,4.26,1.1172,-0.0547,103,203,49.75
اللوتس أغذية ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.22,4.2847,4.26,1.1172,-0.0647,104,203,49.01
اللوتس أغذية ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.22,4.2847,4.26,1.1172,-0.0647,104,203,49.01
سيناء تقنية ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.2,4.2847,4.26,1.1172,-0.0847,107,203,47.78
الأهرام منسوجات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.2,4.2847,4.26,1.1172,-0.0847,107,203,47.78
حورس تجارة ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.2,4.2847,4.26,1.1172,-0.0847,107,203,47.78
الإسكندرية بلاستيك محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.19,4.2847,4.26,1.1172,-0.0947,109,203,46.8
الدلتا لوجستيات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.18,4.2847,4.26,1.1172,-0.1047,110,203,46.06
اللوتس تجارة ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.18,4.2847,4.26,1.1172,-0.1047,110,203,46.06
القاهرة زراعة ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.15,4.2847,4.26,1.1172,-0.1347,112,203,45.32
الإسكندرية خدمات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.11,4.2847,4.26,1.1172,-0.1747,113,203,44.83
القاهرة تقنية ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.07,4.2847,4.26,1.1172,-0.2147,115,203,43.84
النيل أغذية محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.07,4.2847,4.26,1.1172,-0.2147,115,203,43.84
سيناء لوجستيات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.07,4.2847,4.26,1.1172,-0.2147,115,203,43.84
الجيزة كيماويات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,4.03,4.2847,4.26,1.1172,-0.2547,117,203,42.86
سيناء خدمات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.99,4.2847,4.26,1.1172,-0.2947,118,203,42.36
الإسكندرية كيماويات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.94,4.2847,4.26,1.1172,-0.3447,119,203,41.87
النيل زراعة ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.93,4.2847,4.26,1.1172,-0.3547,120,203,41.38
اللوتس خدمات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.92,4.2847,4.26,1.1172,-0.3647,122,203,40.39
النيل بلاستيك ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.92,4.2847,4.26,1.1172,-0.3647,122,203,40.39
اللوتس خدمات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.92,4.2847,4.26,1.1172,-0.3647,122,203,40.39
الجيزة تجارة ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.91,4.2847,4.26,1.1172,-0.3747,124,203,39.16
مصر صلب محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.91,4.2847,4.26,1.1172,-0.3747,124,203,39.16
الدلتا لوجستيات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.9,4.2847,4.26,1.1172,-0.3847,126,203,38.18
سيناء بلاستيك ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.9,4.2847,4.26,1.1172,-0.3847,126,203,38.18
الدلتا تجارة ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.87,4.2847,4.26,1.1172,-0.4147,128,203,37.19
مصر تجارة ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.87,4.2847,4.26,1.1172,-0.4147,128,203,37.19
مصر تقنية ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.86,4.2847,4.26,1.1172,-0.4247,131,203,35.96
اللوتس كيماويات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.86,4.2847,4.26,1.1172,-0.4247,131,203,35.96
الإسكندرية تجارة ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.86,4.2847,4.26,1.1172,-0.4247,131,203,35.96
الدلتا صلب ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.85,4.2847,4.26,1.1172,-0.4347,133,203,34.98
القاهرة بلاستيك ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.83,4.2847,4.26,1.1172,-0.4547,134,203,34.48
سيناء زراعة ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.82,4.2847,4.26,1.1172,-0.4647,135,203,33.99
حورس زراعة ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.81,4.2847,4.26,1.1172,-0.4747,136,203,33.5
النيل زراعة ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.8,4.2847,4.26,1.1172,-0.4847,137,203,33.0
الأهرام خدمات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.79,4.2847,4.26,1.1172,-0.4947,138,203,32.51
الإسكندرية كيماويات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.78,4.2847,4.26,1.1172,-0.5047,139,203,31.77
اللوتس خدمات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.78,4.2847,4.26,1.1172,-0.5047,139,203,31.77
الجيزة بلاستيك ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.77,4.2847,4.26,1.1172,-0.5147,141,203,30.79
النيل تقنية ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.77,4.2847,4.26,1.1172,-0.5147,141,203,30.79
النيل تقنية ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.76,4.2847,4.26,1.1172,-0.5247,143,203,30.05
القاهرة خدمات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.75,4.2847,4.26,1.1172,-0.5347,144,203,29.56
النيل صلب ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.74,4.2847,4.26,1.1172,-0.5447,145,203,29.06
الأهرام تقنية ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.71,4.2847,4.26,1.1172,-0.5747,146,203,28.57
القاهرة منسوجات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.7,4.2847,4.26,1.1172,-0.5847,147,203,28.08
حورس لوجستيات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.69,4.2847,4.26,1.1172,-0.5947,148,203,27.59
الأهرام لوجستيات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.66,4.2847,4.26,1.1172,-0.6247,149,203,27.09
حورس تجارة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.65,4.2847,4.26,1.1172,-0.6347,150,203,26.6
سيناء زراعة ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.61,4.2847,4.26,1.1172,-0.6747,151,203,25.86
حورس منسوجات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.61,4.2847,4.26,1.1172,-0.6747,151,203,25.86
سيناء صلب ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.6,4.2847,4.26,1.1172,-0.6847,153,203,25.12
الإسكندرية زراعة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.56,4.2847,4.26,1.1172,-0.7247,154,203,24.38
الدلتا كيماويات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.56,4.2847,4.26,1.1172,-0.7247,154,203,24.38
سيناء تجارة ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.55,4.2847,4.26,1.1172,-0.7347,156,203,23.65
حورس منسوجات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.54,4.2847,4.26,1.1172,-0.7447,157,203,23.15
القاهرة تقنية ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.5,4.2847,4.26,1.1172,-0.7847,158,203,22.41
سيناء تقنية محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.5,4.2847,4.26,1.1172,-0.7847,158,203,22.41
حورس منسوجات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.49,4.2847,4.26,1.1172,-0.7947,160,203,21.67
اللوتس خدمات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.46,4.2847,4.26,1.1172,-0.8247,161,203,21.18
حورس زراعة ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.4,4.2847,4.26,1.1172,-0.8847,162,203,20.44
الأهرام أغذية محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.4,4.2847,4.26,1.1172,-0.8847,162,203,20.44
الدلتا كيماويات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.38,4.2847,4.26,1.1172,-0.9047,164,203,19.7
النيل زراعة ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.32,4.2847,4.26,1.1172,-0.9647,165,203,19.21
حورس صلب ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.31,4.2847,4.26,1.1172,-0.9747,166,203,18.72
الأهرام خدمات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.3,4.2847,4.26,1.1172,-0.9847,167,203,18.23
القاهرة صلب ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.25,4.2847,4.26,1.1172,-1.0347,168,203,17.73
الجيزة صلب ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.24,4.2847,4.26,1.1172,-1.0447,169,203,17.0
الدلتا أغذية محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.24,4.2847,4.26,1.1172,-1.0447,169,203,17.0
حورس تقنية ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.2,4.2847,4.26,1.1172,-1.0847,171,203,16.26
القاهرة تجارة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.11,4.2847,4.26,1.1172,-1.1747,172,203,15.76
الأهرام خدمات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.1,4.2847,4.26,1.1172,-1.1847,173,203,15.27
اللوتس خدمات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.03,4.2847,4.26,1.1172,-1.2547,174,203,14.53
سيناء أغذية محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,3.03,4.2847,4.26,1.1172,-1.2547,174,203,14.53
الدلتا تجارة ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.98,4.2847,4.26,1.1172,-1.3047,176,203,13.79
الجيزة خدمات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.96,4.2847,4.26,1.1172,-1.3247,177,203,13.3
الدلتا لوجستيات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.93,4.2847,4.26,1.1172,-1.3547,178,203,12.81
اللوتس منسوجات ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.92,4.2847,4.26,1.1172,-1.3647,179,203,12.32
حورس أغذية محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.88,4.2847,4.26,1.1172,-1.4047,180,203,11.82
الأهرام بلاستيك ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.82,4.2847,4.26,1.1172,-1.4647,181,203,11.33
حورس خدمات ش.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.81,4.2847,4.26,1.1172,-1.4747,182,203,10.84
القاهرة تجارة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.76,4.2847,4.26,1.1172,-1.5247,183,203,10.34
اللوتس خدمات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.75,4.2847,4.26,1.1172,-1.5347,184,203,9.85
الدلتا منسوجات محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.74,4.2847,4.26,1.1172,-1.5447,185,203,9.36
اللوتس صلب ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.67,4.2847,4.26,1.1172,-1.6147,186,203,8.87
الدلتا تجارة محدودة,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.65,4.2847,4.26,1.1172,-1.6347,187,203,8.37
القاهرة لوجستيات ش.ذ.م.م,2022,أنشطة الخدمات الإدارية وخدمات الدعم,small,2.55,4.2847,4.26,1.1172,-1.7347,188,203,7.88
